..\DataSets\DelayGraph_425.graphml,336,374,710,0.0,100,0
..\DataSets\DelayGraph_426.graphml,336,374,710,0.0,100,0
..\DataSets\DelayGraph_427.graphml,590,639,1229,0.0,168,24
..\DataSets\DelayGraph_428.graphml,586,797,1383,0.0009999275207519531,420,0
..\DataSets\DelayGraph_429.graphml,586,797,1383,0.0,420,0
..\DataSets\DelayGraph_430.graphml,124,122,246,0.0,7,0
..\DataSets\DelayGraph_431.graphml,124,122,246,0.0,7,0
..\DataSets\DelayGraph_433.graphml,149,176,325,0.0,287,5
..\DataSets\DelayGraph_436.graphml,126,147,273,0.0,274,5
..\DataSets\DelayGraph_443.graphml,63,71,134,0.0,11,6
..\DataSets\DelayGraph_444.graphml,124,122,246,0.0,7,0
..\DataSets\DelayGraph_445.graphml,438,476,914,0.0,131,28
..\DataSets\DelayGraph_446.graphml,189,219,408,0.0,94,84
..\DataSets\DelayGraph_447.graphml,192,210,402,0.0,66,0
..\DataSets\DelayGraph_448.graphml,192,210,402,0.0,66,0
..\DataSets\DelayGraph_449.graphml,35,36,71,0.0,3,8
..\DataSets\DelayGraph_450.graphml,18,17,35,0.0,3,0
..\DataSets\DelayGraph_451.graphml,78,80,158,0.0,14,0
..\DataSets\DelayGraph_452.graphml,613,730,1343,0.0,233,660
..\DataSets\DelayGraph_456.graphml,210,219,429,0.0010001659393310547,40,6
..\DataSets\DelayGraph_457.graphml,1901,2448,4349,0.015599966049194336,693,806
..\DataSets\DelayGraph_458.graphml,378,407,785,0.0,96,21
..\DataSets\DelayGraph_459.graphml,193,192,385,0.015599966049194336,33,3
..\DataSets\DelayGraph_460.graphml,66,74,140,0.0,11,3
..\DataSets\DelayGraph_461.graphml,66,74,140,0.0,11,3
..\DataSets\DelayGraph_462.graphml,130,142,272,0.0,18,9
..\DataSets\DelayGraph_463.graphml,92,99,191,0.0,9,8
..\DataSets\DelayGraph_464.graphml,92,99,191,0.0,9,8
..\DataSets\DelayGraph_466.graphml,54,59,113,0.0,34,0
..\DataSets\DelayGraph_469.graphml,107,104,211,0.0,19,1
..\DataSets\DelayGraph_470.graphml,107,104,211,0.0,19,1
..\DataSets\DelayGraph_471.graphml,344,362,706,0.0,126,5
..\DataSets\DelayGraph_475.graphml,383,426,809,0.0,285,19
..\DataSets\DelayGraph_479.graphml,31,35,66,0.0,9,2
..\DataSets\DelayGraph_480.graphml,278,303,581,0.0,91,9
..\DataSets\DelayGraph_481.graphml,278,303,581,0.0,91,9
..\DataSets\DelayGraph_482.graphml,33,33,66,0.0,8,0
..\DataSets\DelayGraph_483.graphml,33,33,66,0.0,8,0
..\DataSets\DelayGraph_484.graphml,92,90,182,0.0,15,1
..\DataSets\DelayGraph_485.graphml,92,90,182,0.0,15,1
..\DataSets\DelayGraph_486.graphml,324,381,705,0.0,4,7
..\DataSets\DelayGraph_487.graphml,324,381,705,0.0,4,7
..\DataSets\DelayGraph_496.graphml,117,137,254,0.0,150,5
..\DataSets\DelayGraph_500.graphml,63,71,134,0.0,11,6
..\DataSets\DelayGraph_504.graphml,35,34,69,0.0,8,0
..\DataSets\DelayGraph_505.graphml,88,94,182,0.0,24,1
..\DataSets\DelayGraph_506.graphml,131,145,276,0.0,28,22
..\DataSets\DelayGraph_507.graphml,496,519,1015,0.0,553,9
..\DataSets\DelayGraph_509.graphml,627,681,1308,0.0,596,91
..\DataSets\DelayGraph_510.graphml,627,681,1308,0.0,596,91
..\DataSets\DelayGraph_511.graphml,104,107,211,0.0,21,5
..\DataSets\DelayGraph_514.graphml,319,347,666,0.0,69,21
..\DataSets\DelayGraph_515.graphml,319,347,666,0.0,69,21
..\DataSets\DelayGraph_516.graphml,156,166,322,0.0,35,6
..\DataSets\DelayGraph_517.graphml,304,415,719,0.0,180,0
..\DataSets\DelayGraph_518.graphml,304,415,719,0.0,180,0
..\DataSets\DelayGraph_519.graphml,1016,1080,2096,0.0,336,36
..\DataSets\DelayGraph_520.graphml,485,576,1061,0.0,200,0
..\DataSets\DelayGraph_521.graphml,485,576,1061,0.0,200,0
..\DataSets\DelayGraph_522.graphml,540,537,1077,0.0,187,0
..\DataSets\DelayGraph_525.graphml,525,632,1157,0.0,387,40
..\DataSets\DelayGraph_528.graphml,19,18,37,0.0,4,1
..\DataSets\DelayGraph_529.graphml,79,86,165,0.0,12,9
..\DataSets\DelayGraph_531.graphml,381,442,823,0.0,91,0
..\DataSets\DelayGraph_532.graphml,381,442,823,0.0,91,0
..\DataSets\DelayGraph_533.graphml,212,228,440,0.0,37,0
..\DataSets\DelayGraph_534.graphml,210,219,429,0.0,40,6
..\DataSets\DelayGraph_535.graphml,118,122,240,0.0,21,12
..\DataSets\DelayGraph_536.graphml,31,32,63,0.0,5,3
..\DataSets\DelayGraph_537.graphml,31,32,63,0.0,5,3
..\DataSets\DelayGraph_538.graphml,130,128,258,0.0,36,2
..\DataSets\DelayGraph_540.graphml,63,71,134,0.0,11,6
..\DataSets\DelayGraph_541.graphml,116,135,251,0.0,57,12
..\DataSets\DelayGraph_547.graphml,443,459,902,0.0,86,16
..\DataSets\DelayGraph_548.graphml,137,133,270,0.0,17,3
..\DataSets\DelayGraph_549.graphml,139,149,288,0.0,19,9
..\DataSets\DelayGraph_550.graphml,139,149,288,0.0,19,9
..\DataSets\DelayGraph_551.graphml,81,89,170,0.0,15,2
..\DataSets\DelayGraph_552.graphml,81,89,170,0.0,15,2
..\DataSets\DelayGraph_553.graphml,23,23,46,0.0,6,1
